id,date,Team,PlayerID,name,age,OVA,POT,BOV,BP,GROWTH,ATTACHING,CROSSING,FINISHING,HEADING_ACCURACY,SHORT_PASSING,Volleys,TotalSkill,Dribbing,Curve,FkAccuracy,LONG_PASSING,BallControl,TotalMovement,Acceleration,SprintSpeed,Agility,Reactions,Balance,TotalPower,ShotPower,Jumping,Stamina,Strength,LongShots,TotalMentary,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,DEFENDING,Marking,StandingStackle,SlidingTackle,GOALKEEPING,GKDriving,GKHandling,GKKicking,GKPositioning,GKReflexes,TotalStats,BaseStats,AttackingWorkRate,DefensiveWorkRate,Pac,SHO,Pas,Dri,DEF,PHY,firstName,lastName
29,2016-10-13,Chelsea,13732, J. Terry,35,84,84,82,CB,0,299,42,46,90,66,55,244,45,44,31,64,60,241,33,34,44,84,46,327,61,80,67,86,33,315,80,86,38,59,52,52,84,86,86,84,48,14,5,6,15,8,1730,355,Medium,High,34,47,57,51,86,80,J.,Terry
30,2016-10-13,Chelsea,184432, Azpilicueta,26,84,84,83,LB,0,328,79,46,69,80,54,345,70,66,58,74,77,393,79,79,75,87,73,362,68,74,88,72,60,355,76,81,64,68,66,66,66,86,87,86,43,13,9,10,6,5,2085,445,Medium,Medium,79,56,75,74,84,77,Azpilicueta,Azpilicueta
31,2016-10-13,Chelsea,191202, N. Matić,27,84,84,82,CDM,0,365,68,64,77,82,74,366,72,68,67,80,79,326,66,68,57,82,53,404,78,71,90,90,75,383,83,86,68,77,69,69,85,76,84,78,57,7,15,12,14,9,2139,454,Medium,High,67,70,76,72,81,88,N.,Matić
32,2016-10-13,Chelsea,179944, David Luiz,29,84,84,81,CB,0,352,68,56,83,78,67,367,66,70,76,76,79,354,72,73,74,79,56,381,74,82,77,77,71,361,84,80,54,68,75,75,66,81,85,84,54,11,12,10,7,14,2119,443,High,Medium,73,64,73,71,83,79,David,Luiz
33,2016-10-13,Everton,192505, R. Lukaku,23,84,90,82,ST,6,375,68,84,83,67,73,342,76,64,66,58,78,349,76,86,62,77,48,408,88,71,80,93,76,332,72,27,84,69,80,80,80,27,30,30,54,8,15,14,7,10,1947,422,Medium,Medium,82,82,66,74,34,84,R.,Lukaku
34,2016-10-13,Liverpool,171833, D. Sturridge,26,84,84,82,ST,0,371,62,85,73,75,76,357,84,62,68,62,81,401,88,89,78,82,64,385,83,74,72,73,83,315,60,22,84,74,75,75,81,15,24,12,49,7,15,9,5,13,1929,417,Medium,Low,89,83,69,81,25,70,D.,Sturridge
35,2016-10-13,Man City,20289, Y. Touré,33,84,84,81,CAM,0,377,67,82,74,86,68,409,79,80,85,83,82,344,69,78,60,82,55,407,86,65,80,91,85,388,78,60,80,85,85,85,83,63,76,75,53,13,14,6,12,8,2192,468,Medium,Low,74,83,81,77,69,84,Y.,Touré
36,2016-10-13,Man Utd,189881, C. Smalling,26,84,85,82,CB,1,308,52,50,86,66,54,259,61,49,22,63,64,344,76,77,60,83,48,319,42,75,79,88,35,316,84,83,48,49,52,52,80,84,85,83,71,10,15,16,15,15,1869,409,Medium,High,77,46,56,62,84,84,C.,Smalling
37,2016-10-13,Man Utd,54050, W. Rooney,30,84,84,81,ST,0,402,78,84,76,79,85,413,77,84,84,85,83,379,69,73,77,83,77,422,86,81,87,84,84,392,89,54,85,83,81,81,89,48,54,37,49,10,11,13,8,7,2196,454,Medium,High,71,84,81,79,53,86,W.,Rooney
38,2016-10-13,Man Utd,178088, Juan Mata,28,84,84,82,CAM,0,380,83,77,63,86,71,413,83,83,84,77,86,401,75,63,89,85,89,333,74,72,74,43,70,341,52,39,82,87,81,81,85,25,28,21,46,9,10,14,5,8,1988,398,Medium,Medium,68,75,84,85,32,54,Juan,Mata
39,2016-10-13,Spurs,190460, C. Eriksen,24,84,88,82,CAM,4,365,84,75,52,85,69,424,84,85,87,82,86,391,78,74,77,81,81,353,78,57,87,52,79,320,44,45,79,85,67,67,82,38,54,22,43,9,14,7,7,6,2010,423,High,Medium,76,76,84,84,44,59,C.,Eriksen
40,2016-10-13,Spurs,202126, H. Kane,22,84,90,82,ST,6,384,69,88,82,75,70,359,77,71,66,63,82,366,69,77,74,84,62,401,85,70,84,84,78,348,74,35,85,72,82,82,83,41,36,38,54,8,10,11,14,11,2027,429,High,High,73,84,71,78,42,81,H.,Kane
41,2016-10-13,Arsenal,192227, S. Mustafi,24,83,88,81,CB,5,317,51,58,80,77,51,290,49,55,47,69,70,356,67,73,66,81,69,357,66,85,73,81,52,320,79,85,50,52,54,54,70,82,83,85,51,11,9,15,10,6,1941,412,Medium,High,70,57,63,60,83,79,S.,Mustafi
42,2016-10-13,Arsenal,178509, O. Giroud,29,83,83,81,ST,0,390,63,84,86,76,81,342,69,70,65,56,82,322,63,64,60,83,52,409,84,82,79,88,76,357,76,41,84,75,81,81,78,26,37,20,49,12,15,11,6,5,1952,408,Medium,Medium,64,82,69,72,38,83,O.,Giroud
43,2016-10-13,Arsenal,53612, P. Mertesacker,31,83,83,81,CB,0,258,38,36,87,67,30,246,39,39,45,58,65,195,26,28,29,84,28,279,71,32,64,87,25,300,69,88,43,58,42,42,87,88,88,84,50,12,13,5,12,8,1588,335,Low,Medium,27,41,56,48,88,75,P.,Mertesacker
44,2016-10-13,Chelsea,164468, G. Cahill,30,83,83,81,CB,0,282,28,56,86,65,47,257,58,48,27,61,63,332,69,66,62,84,51,357,63,82,68,78,66,315,78,83,45,56,53,53,77,83,85,84,43,5,12,9,5,12,1838,398,Medium,Medium,67,58,52,61,84,76,G.,Cahill
45,2016-10-13,Chelsea,188152, Oscar,24,83,87,81,CAM,4,345,70,75,54,83,63,400,82,77,77,80,84,402,78,77,86,81,80,331,76,66,76,36,77,297,31,34,81,83,68,68,79,37,50,47,61,12,10,15,12,12,1970,404,Medium,High,77,75,79,83,43,47,Oscar,Oscar
46,2016-10-13,Chelsea,189505, Pedro,28,83,83,82,CAM,0,366,78,80,55,83,70,377,84,81,57,70,85,413,86,78,84,83,82,345,71,67,78,56,73,329,56,49,84,74,66,66,72,30,32,31,52,5,11,12,15,9,1975,418,High,Medium,82,76,77,84,37,62,Pedro,Pedro
47,2016-10-13,Chelsea,172723, A. Begović,29,83,83,81,GK,0,76,14,12,12,26,12,104,16,17,15,32,24,283,52,58,53,79,41,194,28,38,36,80,12,145,42,21,11,31,40,40,62,13,11,12,402,83,81,74,80,84,1240,457,Medium,Medium,83,81,74,84,55,80,A.,Begović
48,2016-10-13,Everton,163824, A. Williams,31,83,83,81,CB,0,254,32,37,79,72,34,257,57,34,23,74,69,338,68,72,58,81,59,349,64,86,73,86,40,292,83,83,28,53,45,45,80,81,85,80,50,7,10,16,7,10,1786,395,Medium,High,70,43,56,62,82,82,A.,Williams
49,2016-10-13,Everton,163631, L. Baines,31,83,83,82,LB,0,379,91,70,74,81,63,390,77,81,82,74,76,391,76,75,75,80,85,386,84,72,86,69,75,395,74,80,75,76,90,90,81,81,82,82,58,8,15,10,13,12,2244,463,High,Medium,75,75,81,77,81,74,L.,Baines
50,2016-10-13,Man City,199561, Nolito,29,83,83,82,CAM,0,353,81,82,45,80,65,398,85,83,80,67,83,404,79,76,84,84,81,354,74,63,74,62,81,368,73,58,82,81,74,74,82,30,39,25,53,10,15,12,8,8,2024,425,High,Low,77,79,79,84,39,67,Nolito,Nolito
51,2016-10-13,Man Utd,121944, B. Schweinsteiger,31,83,83,81,CM,0,392,78,70,78,84,82,399,74,82,78,84,81,317,50,52,67,85,63,380,82,80,61,77,80,412,80,84,80,85,83,83,88,68,74,75,65,14,14,13,13,11,2182,434,Medium,Medium,51,76,83,75,75,74,B.,Schweinsteiger
52,2016-10-13,Southampton,171791, José Fonte,32,83,83,81,CB,0,250,36,40,77,63,34,242,59,33,32,54,64,311,55,54,62,84,56,283,29,73,69,83,29,307,84,85,40,55,43,43,62,84,85,84,50,7,11,16,10,6,1696,366,Medium,High,54,35,52,62,84,79,José,Fonte
53,2016-10-13,Spurs,172871, J. Vertonghen,29,83,83,81,CB,0,337,68,60,82,75,52,345,66,58,73,74,74,332,69,66,62,80,55,394,86,80,79,81,68,361,83,83,65,62,68,68,82,81,85,81,44,6,10,9,12,7,2060,436,High,Medium,67,67,70,68,83,81,J.,Vertonghen
54,2016-10-13,Leicester,217699, I. Slimani,28,83,83,81,ST,0,383,58,81,92,73,79,329,74,73,47,59,76,352,69,76,66,84,57,415,78,87,91,86,73,373,88,54,87,72,72,72,79,34,48,24,51,10,9,6,15,11,2009,426,High,High,73,79,66,73,47,88,I.,Slimani
55,2016-10-13,Everton,180216, S. Coleman,27,82,82,81,RWB,0,354,81,65,67,77,64,302,78,42,35,70,77,390,79,79,77,81,74,378,75,72,90,73,68,361,78,77,76,70,60,60,76,83,84,84,50,5,15,10,13,7,2086,456,High,High,79,68,72,78,81,78,S.,Coleman
56,2016-10-13,Everton,53914, P. Jagielka,33,82,82,81,CB,0,279,55,30,79,71,44,263,49,55,31,66,62,323,66,68,51,74,64,371,69,87,78,83,54,322,79,85,51,39,68,68,81,82,85,83,169,32,33,38,32,34,1977,390,Medium,High,67,46,58,55,83,81,P.,Jagielka
57,2016-10-13,Liverpool,197061, J. Matip,24,82,84,81,CB,2,305,54,36,88,77,50,301,68,63,22,77,71,333,67,77,58,81,50,333,66,65,75,79,48,319,70,84,51,72,42,42,79,85,84,78,53,11,15,10,7,10,1891,415,Medium,Medium,73,46,68,68,84,76,J.,Matip
58,2016-10-13,Liverpool,195086, D. Lovren,26,82,84,81,CB,2,279,59,33,75,70,42,243,64,26,18,68,67,286,61,55,54,75,41,332,63,80,70,85,34,297,87,81,21,56,52,52,75,82,85,86,58,14,14,13,10,7,1748,384,High,High,58,40,60,63,82,81,D.,Lovren
59,2016-10-13,Liverpool,201942, Roberto Firmino,24,82,86,82,CAM,4,383,70,82,71,82,78,389,87,78,67,74,83,398,79,79,82,80,78,392,79,81,82,71,79,333,64,33,81,83,72,72,76,24,52,31,44,8,11,9,6,10,2046,435,High,Medium,79,80,78,85,40,73,Roberto,Firmino
60,2016-10-13,Everton,208339, O. Niasse,26,75,78,74,ST,3,343,56,75,74,64,74,283,73,63,39,35,73,374,88,76,72,70,68,372,76,70,78,77,71,295,56,35,74,63,67,67,68,20,23,24,52,16,6,12,10,8,1786,388,Medium,Medium,81,74,57,73,30,73,O.,Niasse
61,2016-10-13,Liverpool,205185, Ilori,23,75,78,74,CB,3,233,35,39,72,59,28,246,52,31,33,63,67,324,67,70,61,73,53,291,43,70,68,76,34,255,61,78,32,43,41,41,67,78,79,76,50,7,10,7,11,15,1632,364,Medium,Medium,69,38,49,59,78,71,Ilori,Ilori
62,2016-10-13,Middlesbrough,54013, S. Downing,31,75,75,74,LM,0,350,78,66,62,74,70,382,77,80,75,73,77,369,76,75,73,71,74,329,76,42,75,62,74,294,36,46,70,74,68,68,68,42,26,37,63,10,12,16,16,9,1892,395,Medium,Medium,75,70,75,76,40,59,S.,Downing
63,2016-10-13,Middlesbrough,169426, Barragán,29,75,75,74,RB,0,306,74,44,62,67,59,312,63,64,51,62,72,351,74,75,67,69,66,338,61,68,81,75,53,323,80,75,61,52,55,55,59,78,79,75,43,6,8,11,8,10,1905,410,High,Medium,75,51,64,67,76,77,Barragán,Barragán
64,2016-10-13,Middlesbrough,164505, B. Guzan,31,75,75,74,GK,0,83,16,14,12,26,15,102,14,15,11,34,28,264,50,47,47,73,47,217,24,72,30,76,15,154,43,19,12,45,35,35,41,15,15,14,359,75,74,58,75,77,1223,407,Medium,Medium,75,74,58,77,48,75,B.,Guzan
65,2016-10-13,Southampton,183916, J. Pied,27,75,75,74,RM,0,363,78,68,71,77,69,373,75,75,73,75,75,378,77,78,78,68,77,376,83,70,80,69,74,350,77,73,70,67,63,63,73,71,72,70,51,13,9,7,15,7,2104,445,High,High,78,72,75,75,72,73,J.,Pied
66,2016-10-13,Southampton,198719, N. Redmond,22,75,83,75,RM,8,294,71,66,33,69,55,356,79,69,68,63,77,410,89,84,90,63,84,305,71,48,70,43,73,263,38,22,71,72,60,60,62,18,26,30,58,12,14,16,6,10,1760,375,High,Medium,86,68,69,79,24,49,N.,Redmond
67,2016-10-13,West Ham,212491, A. Masuaku,22,75,82,75,LM,7,336,75,69,60,71,61,339,78,69,48,68,76,394,85,83,77,75,74,368,77,69,75,76,71,322,65,67,70,71,49,49,75,73,75,73,39,8,7,10,7,7,2019,445,High,Medium,84,70,70,77,71,73,A.,Masuaku
68,2016-10-13,Leicester,212883, D. Amartey,21,75,84,74,CDM,9,307,49,46,69,75,68,284,67,44,32,71,70,367,76,78,65,80,68,417,84,87,91,83,72,305,82,72,42,58,51,51,71,65,76,71,62,13,13,13,8,15,1954,423,Medium,Medium,77,60,62,68,71,85,D.,Amartey
69,2016-10-13,Sunderland,186190, P. van Aanholt,25,75,78,74,LB,3,313,62,61,64,73,53,319,74,38,61,74,72,408,89,88,77,76,78,370,70,86,85,65,64,324,73,67,74,64,46,46,65,69,76,75,45,9,15,7,8,6,1999,436,High,Medium,88,63,67,74,71,73,P.,van Aanholt
70,2016-10-13,Sunderland,164459, S. Larsson,31,75,75,74,CM,0,378,90,72,66,76,74,395,74,86,84,74,77,322,51,55,65,76,75,376,81,70,79,67,79,367,82,59,70,78,78,78,75,64,61,60,54,7,11,14,14,8,2077,418,Medium,Medium,53,76,80,74,62,73,S.,Larsson
71,2016-10-13,Sunderland,3484, J. O'Shea,35,75,75,74,CB,0,256,57,29,77,61,32,258,46,53,35,58,66,241,34,32,49,72,54,244,49,61,34,77,23,289,78,77,32,55,47,47,69,77,79,74,60,9,14,13,10,14,1578,320,Medium,High,33,33,57,54,77,66,J.,O'Shea
72,2016-10-13,Sunderland,179547, V. Mannone,28,75,77,74,GK,2,95,11,16,14,39,15,99,15,12,15,33,24,281,59,60,42,76,44,217,32,75,31,67,12,157,29,16,12,57,43,43,68,19,11,20,365,75,72,71,71,76,1264,425,Medium,Medium,75,72,71,76,60,71,V.,Mannone
73,2016-10-13,West Brom,162981, J. Morrison,30,75,75,76,CM,0,370,83,72,54,78,83,355,78,64,63,73,77,366,69,68,77,75,77,345,80,51,77,59,78,344,69,59,73,74,69,69,74,55,60,64,54,11,6,11,16,10,2013,419,Medium,Medium,68,75,76,77,58,65,J.,Morrison
74,2016-10-13,Watford,189067, M. Britos,30,75,75,74,CB,0,236,43,37,74,60,22,268,47,47,52,64,58,278,54,55,49,66,54,284,30,83,61,79,31,257,76,75,24,31,51,51,66,77,79,76,57,12,13,11,10,11,1612,342,Medium,Medium,55,34,50,52,77,74,M.,Britos
75,2016-10-13,Burnley,199633, M. Lowton,27,75,75,74,RB,0,339,75,49,69,71,75,304,69,62,40,61,72,363,77,76,69,76,65,375,72,82,83,70,68,317,74,74,60,60,49,49,74,70,74,74,43,11,6,6,13,7,1959,418,High,Medium,76,59,66,70,72,75,M.,Lowton
76,2016-10-13,Burnley,207599, M. Keane,23,75,82,74,CB,7,265,49,41,76,69,30,247,59,32,25,67,64,306,66,67,46,68,59,316,34,80,77,82,43,246,55,73,23,47,48,48,73,76,77,76,56,16,7,8,14,11,1665,373,Medium,Medium,67,39,56,60,76,75,M.,Keane
77,2016-10-13,Burnley,194138, A. Gray,25,75,79,74,ST,4,330,59,77,63,64,67,277,70,48,39,51,69,400,91,91,72,70,76,372,80,70,79,79,64,305,61,24,79,67,74,74,69,20,13,17,61,11,16,11,9,14,1795,393,High,Medium,91,74,60,70,23,75,A.,Gray
78,2016-10-13,Crystal Palace,165190, J. Ledley,29,75,75,74,CM,0,335,68,64,73,77,53,337,67,72,53,72,73,345,66,67,64,76,72,378,70,79,84,78,67,355,70,70,67,77,71,71,78,72,71,65,57,13,13,8,10,13,2015,424,Medium,High,67,66,73,69,71,78,J.,Ledley
79,2016-10-13,Crystal Palace,170084, W. Hennessey,29,75,75,74,GK,0,59,11,12,14,12,10,56,8,12,11,13,12,246,40,41,50,64,51,182,34,41,29,68,10,132,21,22,14,58,17,17,48,15,18,13,382,74,76,82,76,74,1103,423,Medium,Medium,74,76,82,74,41,76,W.,Hennessey
80,2016-10-13,Stoke City,2651, S. Given,40,75,75,74,GK,0,97,12,14,13,38,20,103,13,20,13,33,24,256,39,44,45,74,54,213,42,73,29,57,12,158,43,27,13,31,44,44,67,14,11,12,369,71,73,72,79,74,1233,411,Medium,Medium,71,73,72,74,42,79,S.,Given
81,2016-10-13,Stoke City,138436, J. Walters,32,75,75,74,ST,0,363,75,75,74,72,67,326,72,64,56,61,73,353,67,68,76,74,68,393,73,76,91,84,69,358,81,61,75,69,72,72,74,61,56,44,45,8,14,7,10,6,1999,427,High,High,68,73,69,73,59,85,J.,Walters
82,2016-10-13,Bournemouth,172768, A. Surman,29,75,75,74,CM,0,327,68,63,59,82,55,351,72,61,68,76,74,331,64,62,63,69,73,352,67,71,80,69,65,336,68,60,65,76,67,67,73,62,68,62,61,16,14,7,16,8,1950,409,Medium,Medium,63,64,75,72,63,72,A.,Surman
83,2016-10-13,Hull,191005, A. Elmohamady,28,75,75,74,RM,0,351,78,66,70,77,60,360,75,75,71,68,71,361,77,78,72,73,61,376,75,81,83,70,67,323,59,69,69,67,59,59,72,68,69,67,47,14,7,9,10,7,2022,433,Medium,High,78,68,73,73,69,72,A.,Elmohamady
84,2016-10-13,Hull,189059, J. Livermore,26,75,76,75,CDM,1,335,65,64,69,78,59,349,72,69,58,75,75,348,68,68,65,74,73,375,72,72,85,77,69,350,83,76,61,73,57,57,79,70,72,66,51,9,15,8,10,9,2016,430,Medium,Medium,68,66,73,72,71,80,J.,Livermore
85,2016-10-13,Hull,216267, A. Robertson,22,75,83,74,LB,8,304,78,59,67,68,32,300,69,68,30,59,74,390,79,85,83,71,72,332,67,55,81,68,61,328,69,71,64,69,55,55,67,71,73,69,50,11,8,10,7,14,1917,423,High,High,82,60,67,72,71,71,A.,Robertson
86,2016-10-13,Hull,155946, R. Snodgrass,28,75,75,75,CAM,0,336,80,72,44,75,65,385,79,82,79,66,79,338,69,63,75,65,66,365,79,60,79,70,77,353,82,46,74,78,73,73,77,28,56,41,59,8,15,14,12,10,1961,410,High,High,66,74,76,77,43,74,R.,Snodgrass
