id,date,Team,PlayerID,name,age,OVA,POT,BOV,BP,GROWTH,ATTACHING,CROSSING,FINISHING,HEADING_ACCURACY,SHORT_PASSING,Volleys,TotalSkill,Dribbing,Curve,FkAccuracy,LONG_PASSING,BallControl,TotalMovement,Acceleration,SprintSpeed,Agility,Reactions,Balance,TotalPower,ShotPower,Jumping,Stamina,Strength,LongShots,TotalMentary,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,DEFENDING,Marking,StandingStackle,SlidingTackle,GOALKEEPING,GKDriving,GKHandling,GKKicking,GKPositioning,GKReflexes,TotalStats,BaseStats,AttackingWorkRate,DefensiveWorkRate,Pac,SHO,Pas,Dri,DEF,PHY,firstName,lastName
17,2018-06-01,Spurs,172871, J. Vertonghen,30,86,86,84,CB,0,337,68,56,82,79,52,348,69,58,73,74,74,335,68,67,62,83,55,398,86,83,79,82,68,366,84,86,60,68,68,68,83,86,87,87,44,6,10,9,12,7,2088,443,High,High,67,65,73,70,86,82,J.,Vertonghen
18,2018-06-01,Chelsea,162895, Cesc Fàbregas,30,85,85,82,CM,0,405,85,75,74,90,81,412,80,78,81,88,85,337,60,56,63,81,77,360,77,65,80,64,74,341,45,50,77,91,78,78,92,56,59,58,54,6,10,8,15,15,2082,424,High,Medium,58,76,88,80,58,64,Cesc,Fàbregas
19,2018-06-01,Liverpool,201942, Roberto Firmino,25,85,87,85,CF,2,400,72,86,75,86,81,396,87,80,67,75,87,407,78,79,82,86,82,409,81,83,90,79,76,373,71,58,86,86,72,72,86,30,62,42,44,8,11,9,6,10,2163,458,High,High,79,82,80,86,51,80,Roberto,Firmino
20,2018-06-01,Man City,210257, Ederson,23,85,89,83,GK,4,122,20,14,14,56,18,150,23,15,20,55,37,321,64,63,60,86,48,227,42,58,41,68,18,164,35,25,20,67,17,17,64,9,15,8,421,83,80,90,81,87,1437,484,Medium,Medium,83,80,90,87,63,81,Ederson,Ederson
21,2018-06-01,Man City,139720, V. Kompany,31,85,85,82,CB,0,309,61,45,84,73,46,312,63,61,52,66,70,308,59,64,59,84,42,363,75,71,74,88,55,330,87,80,41,59,63,63,81,84,85,84,38,10,9,5,8,6,1913,413,Medium,High,62,54,65,65,84,83,V.,Kompany
22,2018-06-01,Man City,192366, N. Otamendi,29,85,85,83,CB,0,323,52,54,85,75,57,279,49,50,39,72,69,335,62,64,69,78,62,371,69,87,76,83,56,321,91,86,51,48,45,45,84,83,86,85,48,12,5,8,11,12,1931,409,High,High,63,57,62,59,85,83,N.,Otamendi
23,2018-06-01,Man City,135507, Fernandinho,32,85,85,83,CDM,0,357,68,69,61,85,74,381,77,70,72,80,82,387,73,72,77,85,80,401,83,78,85,77,78,380,87,87,70,75,61,61,78,79,85,78,48,12,11,5,13,7,2196,464,Medium,High,72,74,77,79,81,81,Fernandinho,Fernandinho
24,2018-06-01,Man City,202652, R. Sterling,22,85,88,84,RM,3,337,76,76,38,83,64,370,87,68,61,67,87,451,94,92,91,82,92,348,70,60,81,67,70,285,34,26,86,76,63,63,76,48,58,54,63,15,12,12,15,9,2014,439,High,Medium,93,73,76,87,46,64,R.,Sterling
25,2018-06-01,Man City,222492, L. Sané,21,85,92,85,LW,7,386,83,80,72,79,72,387,88,82,68,64,85,440,93,95,90,80,82,381,85,66,83,70,77,323,59,32,84,81,67,67,78,26,32,35,52,8,12,9,9,14,2062,445,High,Medium,94,80,78,87,35,71,L.,Sané
26,2018-06-01,Man City,186942, I. Gündoğan,26,85,86,83,CM,1,358,74,72,49,88,75,410,85,81,74,83,87,389,72,69,82,86,80,357,77,62,71,73,74,388,68,78,79,87,76,76,87,57,67,64,48,11,14,5,5,13,2138,447,High,Medium,70,74,83,85,64,71,I.,Gündoğan
27,2018-06-01,Man Utd,191202, N. Matić,28,85,85,83,CDM,0,370,71,64,77,84,74,376,78,70,67,82,79,322,62,66,56,85,53,402,78,71,89,89,75,381,83,85,69,75,69,69,84,78,85,75,57,7,15,12,14,9,2146,455,Medium,High,64,70,78,75,81,87,N.,Matić
28,2018-06-01,Spurs,184087, T. Alderweireld,28,85,86,83,CB,1,306,64,45,82,77,38,345,62,63,69,81,70,324,63,67,60,84,50,388,86,81,74,81,66,348,80,83,58,67,60,60,81,89,90,84,66,16,6,14,16,14,2040,426,Medium,Medium,65,58,72,65,87,79,T.,Alderweireld
29,2018-06-01,Arsenal,48940, P. Čech,35,84,84,81,GK,0,102,19,12,19,35,17,99,12,13,19,33,22,237,35,38,49,81,34,180,21,51,32,65,11,129,17,23,13,53,23,23,70,11,13,12,398,80,84,72,83,79,1181,435,Medium,Medium,80,84,72,79,37,83,P.,Čech
30,2018-06-01,Arsenal,192883, H. Mkhitaryan,28,84,84,82,CAM,0,368,77,76,53,81,81,390,85,83,64,72,86,427,88,84,89,81,85,380,87,71,86,63,73,371,69,64,82,84,72,72,76,49,53,55,42,5,11,14,5,7,2135,453,Medium,Medium,86,78,79,86,54,70,H.,Mkhitaryan
31,2018-06-01,Arsenal,193301, A. Lacazette,26,84,85,83,ST,1,381,64,85,72,79,81,372,85,74,71,59,83,423,82,85,87,85,84,387,81,76,79,76,75,355,70,40,87,74,84,84,85,23,42,30,37,11,6,9,5,6,2050,436,High,Medium,84,82,71,85,38,76,A.,Lacazette
32,2018-06-01,Chelsea,180403, Willian,28,84,84,83,CAM,0,323,76,77,31,80,59,412,86,82,83,77,84,429,91,86,89,82,81,355,78,46,87,63,81,332,44,55,80,83,70,70,79,43,57,51,59,14,12,13,7,13,2061,443,High,High,88,77,80,85,49,64,Willian,Willian
33,2018-06-01,Chelsea,201153, Morata,24,84,88,82,ST,4,402,73,83,86,79,81,336,83,76,44,51,82,370,79,86,65,80,60,389,80,79,73,81,76,311,56,24,85,76,70,70,80,14,14,20,22,4,5,4,4,5,1878,412,High,High,83,80,71,80,24,74,Morata,Morata
34,2018-06-01,Chelsea,179944, David Luiz,30,84,84,81,CB,0,346,68,55,81,78,64,369,66,70,76,78,79,346,69,72,72,77,56,388,79,80,75,81,73,368,86,84,54,69,75,75,77,77,84,83,54,11,12,10,7,14,2115,443,Medium,Medium,71,65,74,71,82,80,David,Luiz
35,2018-06-01,Liverpool,203376, V. van Dijk,25,84,86,83,CB,2,308,53,52,82,76,45,349,70,60,70,76,73,337,71,76,57,82,51,393,81,80,76,92,64,327,80,85,41,59,62,62,83,83,85,83,58,13,10,13,11,11,2023,439,High,Medium,74,60,67,69,84,85,V.,van Dijk
36,2018-06-01,Liverpool,208722, S. Mané,25,84,85,83,RM,1,358,72,84,53,78,71,379,86,74,64,71,84,441,94,92,89,81,85,377,77,77,82,72,69,338,73,31,84,79,71,71,78,33,35,38,56,10,10,15,7,14,2055,442,High,Medium,93,78,75,85,36,75,S.,Mané
37,2018-06-01,Man City,188377, K. Walker,27,84,84,83,RB,0,340,81,51,74,77,57,369,77,76,71,67,78,404,87,93,70,82,72,408,86,83,90,81,68,356,78,80,66,69,63,63,75,79,84,83,57,12,6,16,15,8,2180,468,High,High,90,63,74,77,81,83,K.,Walker
38,2018-06-01,Man City,218667, Bernardo Silva,22,84,90,84,LM,6,361,85,74,51,85,66,404,91,83,63,78,89,417,85,76,88,82,86,328,70,53,82,53,70,335,58,49,80,84,64,64,85,46,44,35,54,9,10,14,12,9,2024,430,High,Medium,80,72,83,89,45,61,Bernardo,Silva
39,2018-06-01,Man Utd,225508, E. Bailly,23,84,89,83,CB,5,279,51,33,81,72,42,276,63,46,43,56,68,359,75,80,63,78,63,350,55,84,78,85,48,319,87,85,47,54,46,46,74,82,85,85,55,14,14,10,9,8,1890,412,Medium,High,78,42,59,65,84,84,E.,Bailly
40,2018-06-01,Spurs,162240, M. Dembélé,29,84,84,82,CM,0,360,65,66,70,86,73,378,89,65,55,80,89,394,75,77,82,84,76,400,85,77,76,91,71,378,79,82,70,80,67,67,90,71,83,70,71,16,14,11,16,14,2205,472,Medium,Medium,76,71,77,87,77,84,M.,Dembélé
41,2018-06-01,Spurs,200104, H. Son,24,84,87,84,CF,3,382,78,85,65,79,75,387,87,81,70,64,85,420,88,87,83,84,78,386,85,65,85,64,87,334,60,39,85,79,71,71,80,27,34,33,53,11,13,13,6,10,2056,437,High,High,87,84,76,85,36,69,H.,Son
42,2018-06-01,Spurs,211117, D. Alli,21,84,90,83,CF,6,388,68,83,77,84,76,368,83,71,53,76,85,374,77,76,74,85,62,386,77,69,89,71,80,389,84,67,86,84,68,68,86,60,63,57,41,7,6,9,11,8,2126,457,High,Medium,76,80,77,82,64,78,D.,Alli
43,2018-06-01,Leicester,204485, R. Mahrez,26,84,84,83,CAM,0,355,81,76,48,78,72,418,90,84,79,76,89,420,85,80,92,77,86,348,79,62,76,55,76,313,41,38,80,82,72,72,83,27,31,18,54,15,9,13,11,6,1984,416,Medium,Medium,82,76,79,89,32,58,R.,Mahrez
44,2018-06-01,Arsenal,192227, S. Mustafi,25,83,85,81,CB,2,317,50,58,81,77,51,294,53,55,47,69,70,350,64,69,66,82,69,357,66,84,74,81,52,323,79,85,50,55,54,54,74,82,84,82,51,11,9,15,10,6,1940,411,Medium,High,67,57,63,62,83,79,S.,Mustafi
45,2018-06-01,Arsenal,165229, L. Koscielny,31,83,83,81,CB,0,276,52,32,81,76,35,269,62,22,49,69,67,354,71,73,68,80,62,334,54,82,75,76,47,320,87,85,41,56,51,51,75,81,85,84,51,13,11,9,11,7,1854,401,Medium,High,72,41,62,65,83,78,L.,Koscielny
46,2018-06-01,Arsenal,186561, A. Ramsey,26,83,84,81,CM,1,368,75,72,58,84,79,383,81,70,70,80,82,368,67,69,76,81,75,382,81,67,91,69,74,380,73,69,83,80,75,75,81,60,70,67,40,6,11,5,10,8,2118,443,High,High,68,75,79,81,65,75,A.,Ramsey
47,2018-06-01,Chelsea,189505, Pedro,29,83,83,82,CAM,0,367,78,81,55,83,70,379,84,81,57,71,86,413,84,80,84,83,82,354,74,67,78,56,79,331,56,49,83,77,66,66,78,30,32,31,52,5,11,12,15,9,1989,421,High,High,82,78,78,84,37,62,Pedro,Pedro
48,2018-06-01,Man City,212218, A. Laporte,23,83,88,82,CB,5,303,58,45,85,75,40,337,57,61,69,78,72,324,68,70,49,82,55,347,68,77,71,84,47,298,72,85,54,52,35,35,74,85,86,85,45,10,11,5,14,5,1910,410,Medium,Medium,69,50,66,62,85,78,A.,Laporte
49,2018-06-01,Man City,230666, Gabriel Jesus,20,83,92,83,CF,9,370,66,86,70,76,72,367,86,76,54,66,85,444,89,86,92,86,91,385,78,75,87,72,73,331,58,32,87,76,78,78,82,20,23,19,48,13,8,6,6,15,2007,427,High,High,87,81,71,87,28,73,Gabriel,Jesus
50,2018-06-01,Man Utd,167905, A. Valencia,31,83,83,83,RWB,0,357,83,60,64,80,70,367,81,69,66,70,81,419,88,87,75,86,83,394,85,70,88,85,66,365,84,82,73,71,55,55,83,78,83,78,51,16,11,10,7,7,2192,475,High,High,87,67,76,81,79,85,A.,Valencia
51,2018-06-01,Man Utd,191740, Ander Herrera,27,83,83,83,CM,0,359,74,71,60,85,69,390,80,80,65,80,85,397,76,70,84,85,82,365,75,63,88,70,69,413,86,87,78,83,79,79,84,80,79,76,53,9,12,15,9,8,2212,463,High,High,73,72,80,82,79,77,Ander,Herrera
52,2018-06-01,Man Utd,211300, A. Martial,21,83,90,83,CF,7,381,76,84,70,77,74,372,88,84,54,60,86,429,92,89,85,81,82,393,84,80,78,76,75,336,59,42,81,73,81,81,80,35,39,36,51,9,8,8,15,11,2072,444,Medium,Medium,90,81,73,86,41,73,A.,Martial
53,2018-06-01,Man Utd,178088, Juan Mata,29,83,83,82,CAM,0,378,84,78,59,86,71,417,82,84,84,79,88,392,71,63,85,84,89,338,75,72,78,43,70,343,54,39,83,86,81,81,86,25,31,21,46,9,10,14,5,8,1991,400,Medium,Medium,67,76,84,85,33,55,Juan,Mata
54,2018-06-01,Arsenal,199503, G. Xhaka,24,82,85,80,CM,3,312,66,49,62,85,50,374,70,68,70,86,80,294,48,51,53,81,61,364,88,39,78,76,83,385,92,75,77,82,59,59,74,71,73,68,46,7,8,11,7,13,1987,415,Medium,Medium,50,66,79,71,71,78,G.,Xhaka
55,2018-06-01,Chelsea,213661, A. Christensen,21,82,90,81,CB,8,268,49,36,80,78,25,270,68,32,22,75,73,351,74,72,63,80,62,266,31,74,69,72,20,285,73,82,32,62,36,36,80,83,88,85,44,10,12,8,6,8,1740,392,Low,Medium,73,31,63,69,84,72,A.,Christensen
56,2018-06-01,Chelsea,192638, Marcos Alonso,26,82,83,81,LWB,1,362,84,68,76,79,55,404,79,85,86,73,81,360,74,77,67,84,58,400,84,70,90,79,77,360,75,76,76,69,64,64,76,77,82,78,50,9,7,13,9,12,2173,464,High,High,76,73,78,78,78,81,Marcos,Alonso
57,2018-06-01,Chelsea,178509, O. Giroud,30,82,82,80,ST,0,396,64,83,90,77,82,347,72,70,65,58,82,300,51,55,59,83,52,405,85,82,74,90,74,359,76,42,83,75,83,83,78,26,37,20,49,12,15,11,6,5,1939,399,Medium,Medium,53,82,70,73,38,83,O.,Giroud
58,2018-06-01,Chelsea,164468, G. Cahill,31,82,82,81,CB,0,282,28,56,85,66,47,257,58,48,27,61,63,310,58,60,60,82,50,359,63,81,69,80,66,320,85,81,45,56,53,53,76,83,84,82,43,5,12,9,5,12,1820,392,Medium,Medium,59,58,53,61,83,78,G.,Cahill
59,2018-06-01,Everton,193474, I. Gueye,27,82,82,81,CDM,0,292,60,50,69,81,32,302,75,33,43,72,79,389,78,75,75,79,82,395,80,85,88,76,66,362,84,87,67,70,54,54,80,79,86,85,47,8,6,8,12,13,2037,444,Medium,High,76,59,69,77,82,81,I.,Gueye
60,2018-06-01,Swansea City,231352, T. Abraham,19,74,85,73,ST,11,303,47,74,72,66,44,271,68,50,42,41,70,364,80,84,68,72,60,362,75,71,71,83,62,269,41,22,74,60,72,72,70,19,22,15,53,12,7,8,13,13,1678,371,Medium,Medium,82,70,55,68,25,71,T.,Abraham
61,2018-06-01,Arsenal,228295, R. Holding,21,73,83,72,CB,10,238,52,30,67,62,27,239,63,33,30,44,69,321,61,63,60,68,69,298,48,73,75,75,27,278,72,73,40,55,38,38,72,74,74,73,62,14,11,10,14,13,1657,361,Medium,Medium,62,34,53,65,73,74,R.,Holding
62,2018-06-01,Everton,225024, M. Holgate,20,73,82,72,CB,9,263,51,37,65,70,40,275,65,40,35,68,67,339,74,78,65,65,57,309,51,65,76,75,42,286,67,76,50,53,40,40,66,72,76,74,58,13,12,9,8,16,1752,389,Medium,Medium,76,42,59,65,74,73,M.,Holgate
63,2018-06-01,Everton,2147, M. Stekelenburg,34,73,73,72,GK,0,93,18,11,14,39,11,106,12,13,13,37,31,195,30,36,30,72,27,186,13,55,30,77,11,142,41,26,12,40,23,23,60,18,15,14,365,74,72,76,71,72,1134,398,Medium,Medium,74,72,76,72,33,71,M.,Stekelenburg
64,2018-06-01,Liverpool,225100, J. Gomez,20,73,85,72,RB,12,251,65,26,69,67,24,255,65,41,29,53,67,361,78,82,64,71,66,283,41,64,73,79,26,259,67,74,51,41,26,26,63,71,75,73,49,8,13,14,7,7,1677,379,Medium,Medium,80,30,56,66,73,74,J.,Gomez
65,2018-06-01,Southampton,183916, J. Pied,28,73,73,73,CM,0,353,75,61,71,77,69,373,75,75,73,75,75,364,73,70,76,68,77,367,83,70,75,67,72,347,77,73,67,67,63,63,73,71,72,70,51,13,9,7,15,7,2068,431,High,High,71,68,74,75,72,71,J.,Pied
66,2018-06-01,West Ham,208892, S. Byram,23,73,77,72,RWB,4,308,70,59,66,70,43,297,72,55,33,65,72,370,75,75,76,74,70,354,66,79,78,71,60,319,68,68,65,68,50,50,70,69,73,72,63,10,9,15,16,13,1925,416,High,Medium,75,60,66,72,70,73,S.,Byram
67,2018-06-01,Leicester,229984, B. Chilwell,20,73,83,72,LWB,10,282,71,43,60,69,39,328,74,66,50,65,73,373,81,79,72,70,71,331,69,79,79,67,37,326,68,74,69,65,50,50,69,65,68,72,48,10,7,14,7,10,1893,407,High,Medium,80,48,67,73,68,71,B.,Chilwell
68,2018-06-01,Leicester,186139, M. James,25,73,75,72,CM,2,313,70,59,63,77,44,356,69,68,68,75,76,324,65,57,62,70,70,344,72,69,74,71,58,327,69,69,66,71,52,52,73,67,71,66,54,7,10,15,8,14,1922,405,Medium,High,61,61,73,71,68,71,M.,James
69,2018-06-01,West Brom,198489, J. McClean,28,73,73,72,LM,0,334,73,67,67,68,59,348,77,68,66,65,72,374,76,80,75,70,73,347,70,68,78,69,62,345,88,51,72,69,65,65,65,59,56,59,68,6,16,16,15,15,1990,420,High,High,78,66,69,75,57,75,J.,McClean
70,2018-06-01,West Brom,51261, B. Myhill,34,73,73,72,GK,0,85,11,11,13,39,11,107,15,13,12,32,35,252,41,46,51,66,48,203,27,72,29,63,12,141,21,25,13,40,42,42,46,13,11,16,360,74,71,69,69,77,1188,404,Medium,Medium,74,71,69,77,44,69,B.,Myhill
71,2018-06-01,Watford,218359, D. Ndong,23,73,80,75,CDM,7,294,47,54,67,73,53,308,70,50,42,71,75,354,71,69,69,70,75,353,74,60,82,75,62,349,87,75,68,68,51,51,68,72,77,72,61,10,13,16,7,15,1940,418,Medium,Medium,70,60,64,72,74,78,D.,Ndong
72,2018-06-01,Watford,180706, C. Cathcart,28,73,73,72,CB,0,243,39,29,74,71,30,245,47,39,39,61,59,293,50,61,64,62,56,306,56,69,65,75,41,235,69,68,27,43,28,28,67,76,77,73,48,8,6,12,9,13,1596,346,Medium,Medium,56,37,54,54,74,71,C.,Cathcart
73,2018-06-01,Burnley,194146, K. Long,26,73,73,72,CB,0,227,38,29,74,60,26,236,53,38,32,55,58,316,68,64,61,66,57,314,56,80,72,79,27,276,75,71,48,50,32,32,65,72,73,72,44,8,14,7,8,7,1630,356,Low,Medium,66,35,50,56,72,77,K.,Long
74,2018-06-01,Burnley,178287, S. Arfield,28,73,73,72,RM,0,341,74,70,63,73,61,352,74,70,65,70,73,360,70,68,73,71,78,363,71,72,82,72,66,337,67,65,71,72,62,62,75,62,64,61,64,13,13,9,13,16,2004,421,High,High,69,69,72,74,63,74,S.,Arfield
75,2018-06-01,Burnley,138436, J. Walters,33,73,73,72,ST,0,359,74,73,74,71,67,325,70,64,56,63,72,334,61,63,68,74,68,378,75,75,77,82,69,353,80,57,73,69,74,74,73,56,58,49,45,8,14,7,10,6,1957,412,High,High,62,72,69,71,58,80,J.,Walters
76,2018-06-01,Crystal Palace,170084, W. Hennessey,30,73,73,72,GK,0,59,11,12,14,12,10,56,8,12,11,13,12,238,40,41,48,58,51,182,34,41,29,68,10,132,21,22,14,58,17,17,48,15,18,13,372,71,76,81,75,69,1085,413,Medium,Medium,71,76,81,69,41,75,W.,Hennessey
77,2018-06-01,Crystal Palace,137832, Diego Cavalieri,34,73,73,72,GK,0,81,19,13,10,26,13,96,16,14,12,32,22,192,29,33,40,64,26,216,25,70,39,67,15,90,21,17,11,25,16,16,42,19,13,12,362,75,72,68,73,74,1081,393,Medium,Medium,75,72,68,74,31,73,Diego,Cavalieri
78,2018-06-01,Crystal Palace,152514, J. Puncheon,31,73,73,72,CAM,0,332,74,66,49,75,68,370,73,75,74,74,74,360,67,66,71,73,83,337,70,61,72,66,68,351,72,59,73,74,73,73,74,65,63,58,68,13,13,14,16,12,2004,411,Medium,Medium,66,68,74,74,61,68,J.,Puncheon
79,2018-06-01,Stoke City,51257, P. Crouch,36,73,73,72,ST,0,373,59,77,84,73,80,314,62,62,50,63,77,224,31,34,51,80,28,304,75,31,64,70,64,328,70,27,82,75,74,74,80,33,26,20,58,13,14,7,10,14,1680,340,Medium,Medium,33,74,67,65,34,67,P.,Crouch
80,2018-06-01,Stoke City,155976, C. Adam,31,73,73,72,CM,0,372,85,65,70,76,76,384,69,85,81,76,73,265,48,39,55,66,57,368,87,60,61,81,79,388,90,62,74,81,81,81,67,57,63,59,36,8,7,9,6,6,1992,403,Medium,Medium,43,74,80,68,61,77,C.,Adam
81,2018-06-01,Stoke City,137782, G. Johnson,32,73,73,73,CDM,0,324,75,54,68,73,54,360,75,76,61,71,77,342,68,70,65,70,69,355,69,78,70,74,64,337,69,73,67,69,59,59,71,73,73,73,40,13,7,7,6,7,1977,420,Medium,Medium,69,60,72,74,73,72,G.,Johnson
82,2018-06-01,Stoke City,204289, S. Berahino,23,73,78,72,ST,5,318,51,73,66,61,67,329,74,65,61,55,74,369,80,76,73,69,71,324,74,55,64,64,67,283,47,33,77,54,72,72,67,20,18,23,57,7,11,14,10,15,1741,368,Medium,Medium,78,72,57,74,27,60,S.,Berahino
83,2018-06-01,Brighton,145047, Bruno Saltor,36,73,73,74,CDM,0,298,72,33,63,74,56,333,69,66,51,73,74,335,65,59,69,76,66,301,65,59,63,68,46,327,77,78,59,68,45,45,78,73,79,76,53,9,16,13,8,7,1875,392,High,Medium,62,45,71,71,75,68,Bruno,Saltor
84,2018-06-01,Brighton,165788, L. Ulloa,30,73,73,72,ST,0,347,51,73,83,69,71,315,69,55,56,63,72,281,43,52,55,74,57,367,76,74,67,87,63,316,71,33,76,63,73,73,72,27,48,45,56,13,8,8,16,11,1802,370,Medium,Medium,48,72,62,68,42,78,L.,Ulloa
85,2018-06-01,Brighton,169345, M. Suttner,30,73,73,73,LWB,0,322,79,48,59,73,63,365,72,75,81,65,72,369,74,74,75,74,72,366,75,74,78,69,70,291,68,69,51,65,38,38,72,69,72,71,60,10,13,15,7,15,1985,416,High,Medium,74,58,72,72,69,71,M.,Suttner
86,2018-06-01,Huddersfield Town,220620, F. Hadergjonaj,22,73,79,72,RB,6,296,76,47,62,70,41,295,69,44,42,68,72,376,82,80,74,68,72,311,59,72,74,65,41,291,64,66,57,60,44,44,52,68,71,72,52,15,6,12,8,11,1832,401,High,Medium,81,48,66,71,68,67,F.,Hadergjonaj
